"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1169","0.4380","0.5430","0.0000","0.0190","0.0000","0.8470","0.1490","0.0000","0.0040","0.0000","1169"
"1170","0.0010","0.0010","0.3120","0.0270","0.6590","0.0000","0.0010","0.1990","0.0160","0.7840","1170"
"1171","0.0000","0.0050","0.0000","0.9469","0.0480","0.0000","0.0060","0.0010","0.9590","0.0340","1171"
"1172","0.0000","0.2100","0.0030","0.7860","0.0010","0.0000","0.1440","0.0020","0.8540","0.0000","1172"
"1173","0.0110","0.1240","0.0010","0.7600","0.1040","0.0090","0.0780","0.0010","0.8780","0.0340","1173"
"1174","0.1410","0.0650","0.0380","0.3200","0.4360","0.2667","0.0450","0.0220","0.4176","0.2488","1174"
"1175","0.0000","0.0611","0.0000","0.9359","0.0030","0.0000","0.0130","0.0000","0.9860","0.0010","1175"
"1176","0.0000","0.0030","0.0000","0.9970","0.0000","0.0000","0.0010","0.0000","0.9990","0.0000","1176"
"1177","0.0000","0.7790","0.0000","0.2210","0.0000","0.0000","0.7440","0.0000","0.2560","0.0000","1177"
"1178","0.0150","0.0600","0.0100","0.2050","0.7100","0.0200","0.0130","0.0090","0.6760","0.2820","1178"
"1179","0.1672","0.6827","0.0000","0.1111","0.0390","0.1459","0.4256","0.0000","0.3287","0.0999","1179"
"1180","0.0000","0.4990","0.0040","0.3200","0.1770","0.0000","0.3100","0.0020","0.5650","0.1230","1180"
"1181","0.0010","0.3550","0.0680","0.5110","0.0650","0.0000","0.1411","0.0250","0.8208","0.0130","1181"
"1182","0.0040","0.0280","0.3754","0.5395","0.0531","0.0010","0.0070","0.0430","0.9480","0.0010","1182"
"1183","0.0050","0.0030","0.0000","0.9920","0.0000","0.0030","0.0010","0.0000","0.9960","0.0000","1183"
"1184","0.0600","0.3230","0.0000","0.4790","0.1380","0.0480","0.1371","0.0000","0.7878","0.0270","1184"
"1185","0.0000","0.0000","0.2850","0.2080","0.5070","0.0010","0.0000","0.4855","0.2527","0.2607","1185"
"1186","0.1580","0.2300","0.0000","0.6100","0.0020","0.1910","0.1620","0.0000","0.6460","0.0010","1186"
"1187","0.8720","0.1270","0.0000","0.0010","0.0000","0.9380","0.0620","0.0000","0.0000","0.0000","1187"
"1188","0.0000","0.0020","0.0010","0.7270","0.2700","0.0000","0.0000","0.0000","0.9340","0.0660","1188"
"1189","0.0000","0.5495","0.0040","0.4374","0.0090","0.0000","0.3010","0.0030","0.6950","0.0010","1189"
"1190","0.0040","0.0960","0.0310","0.6400","0.2290","0.0010","0.0060","0.0070","0.9760","0.0100","1190"
"1191","0.0450","0.9060","0.0000","0.0480","0.0010","0.0240","0.9630","0.0000","0.0130","0.0000","1191"
"1192","0.0000","0.0000","0.0100","0.0000","0.9900","0.0000","0.0000","0.0030","0.0000","0.9970","1192"
"1193","0.7540","0.1460","0.0000","0.0990","0.0010","0.9211","0.0450","0.0000","0.0340","0.0000","1193"
"1194","0.0010","0.0010","0.0000","0.9970","0.0010","0.0010","0.0000","0.0000","0.9990","0.0000","1194"
"1195","0.0020","0.6020","0.0000","0.3850","0.0110","0.0000","0.9429","0.0000","0.0551","0.0020","1195"
"1196","0.0560","0.1450","0.0650","0.4900","0.2440","0.0200","0.1640","0.0330","0.6810","0.1020","1196"
"1197","0.0010","0.0110","0.0020","0.7110","0.2750","0.0010","0.0200","0.0030","0.7902","0.1858","1197"
"1198","0.0000","0.0010","0.0010","0.9960","0.0020","0.0000","0.0010","0.0000","0.9990","0.0000","1198"
"1199","0.0000","0.0030","0.0000","0.9970","0.0000","0.0000","0.0010","0.0000","0.9990","0.0000","1199"
"1200","0.0000","0.1820","0.0000","0.8160","0.0020","0.0000","0.0480","0.0000","0.9520","0.0000","1200"
"1201","0.0000","0.0000","0.0060","0.8700","0.1240","0.0000","0.0000","0.0040","0.8500","0.1460","1201"
"1202","0.0000","0.1091","0.0000","0.8909","0.0000","0.0000","0.0240","0.0000","0.9760","0.0000","1202"
"1203","0.0030","0.1930","0.0010","0.7980","0.0050","0.0020","0.1171","0.0000","0.8809","0.0000","1203"
"1204","0.0010","0.1622","0.0040","0.7377","0.0951","0.0010","0.1550","0.0030","0.7860","0.0550","1204"
"1205","0.0030","0.0010","0.0000","0.9840","0.0120","0.0010","0.0000","0.0000","0.9960","0.0030","1205"
"1206","0.0000","0.0000","0.7440","0.1620","0.0940","0.0000","0.0000","0.8172","0.1678","0.0150","1206"
"1207","0.0000","0.0210","0.0010","0.3243","0.6537","0.0000","0.0130","0.0020","0.7532","0.2318","1207"
"1208","0.0000","0.0010","0.0010","0.9810","0.0170","0.0000","0.0000","0.0000","0.9970","0.0030","1208"
"1209","0.0000","0.0120","0.0010","0.6997","0.2873","0.0000","0.0090","0.0010","0.7240","0.2660","1209"
"1210","0.0000","0.0000","0.0460","0.9310","0.0230","0.0000","0.0000","0.0210","0.9770","0.0020","1210"
"1211","0.0060","0.0240","0.0030","0.8509","0.1161","0.0080","0.0300","0.0030","0.9281","0.0310","1211"
"1212","0.0000","0.0710","0.0010","0.9180","0.0100","0.0000","0.0629","0.0010","0.9341","0.0020","1212"
"1213","0.0000","0.0050","0.0000","0.9880","0.0070","0.0000","0.0030","0.0000","0.9950","0.0020","1213"
"1214","0.0000","0.1902","0.0000","0.7878","0.0220","0.0000","0.1870","0.0000","0.8050","0.0080","1214"
"1215","0.0080","0.0030","0.4006","0.5564","0.0320","0.0070","0.0020","0.2330","0.7560","0.0020","1215"
"1216","0.3600","0.0110","0.0000","0.6290","0.0000","0.9231","0.0010","0.0000","0.0759","0.0000","1216"
"1217","0.0160","0.0480","0.0000","0.5850","0.3510","0.0140","0.0150","0.0000","0.8730","0.0980","1217"
"1218","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1218"
"1219","0.0010","0.0850","0.1020","0.7910","0.0210","0.0020","0.0680","0.0770","0.8500","0.0030","1219"
"1220","0.3113","0.0591","0.0000","0.6296","0.0000","0.4670","0.0780","0.0000","0.4550","0.0000","1220"
"1221","0.0000","0.0000","0.0000","0.9730","0.0270","0.0000","0.0000","0.0000","0.9890","0.0110","1221"
"1222","0.0840","0.1990","0.0010","0.7070","0.0090","0.0529","0.6913","0.0010","0.2507","0.0040","1222"
"1223","0.0000","0.0050","0.0000","0.9920","0.0030","0.0000","0.0000","0.0000","1.0000","0.0000","1223"
"1224","0.0040","0.0030","0.3467","0.5944","0.0519","0.0020","0.0020","0.2773","0.7087","0.0100","1224"
"1225","0.0000","0.0110","0.0000","0.9209","0.0681","0.0000","0.0110","0.0000","0.8780","0.1110","1225"
"1226","0.0000","0.6090","0.0000","0.3910","0.0000","0.0000","0.8248","0.0000","0.1752","0.0000","1226"
"1227","0.0110","0.0890","0.0000","0.9000","0.0000","0.0060","0.1010","0.0000","0.8930","0.0000","1227"
"1228","0.0000","0.0000","0.0000","0.9980","0.0020","0.0000","0.0000","0.0000","1.0000","0.0000","1228"
"1229","0.0000","0.0010","0.0000","0.9960","0.0030","0.0000","0.0000","0.0000","1.0000","0.0000","1229"
"1230","0.0679","0.6723","0.0000","0.2318","0.0280","0.1110","0.8250","0.0000","0.0580","0.0060","1230"
"1231","0.0120","0.0290","0.0080","0.2720","0.6790","0.0060","0.0290","0.0070","0.1410","0.8170","1231"
"1232","0.3590","0.2060","0.0000","0.3800","0.0550","0.7417","0.0501","0.0000","0.1752","0.0330","1232"
"1233","0.0000","0.0000","0.0000","0.9990","0.0010","0.0000","0.0000","0.0000","1.0000","0.0000","1233"
"1234","0.0000","0.0000","0.0000","0.7460","0.2540","0.0000","0.0000","0.0000","0.8098","0.1902","1234"
"1235","0.0040","0.0190","0.0000","0.3053","0.6717","0.0010","0.0080","0.0000","0.0871","0.9039","1235"
"1236","0.0000","0.0000","0.4850","0.4370","0.0780","0.0000","0.0000","0.6290","0.3630","0.0080","1236"
"1237","0.3540","0.6420","0.0000","0.0040","0.0000","0.1410","0.8580","0.0000","0.0010","0.0000","1237"
"1238","0.0070","0.1469","0.0020","0.7732","0.0709","0.0070","0.1131","0.0020","0.8559","0.0220","1238"
"1239","0.0000","0.0070","0.0000","0.9910","0.0020","0.0000","0.0050","0.0000","0.9950","0.0000","1239"
"1240","0.0030","0.0970","0.4120","0.0680","0.4200","0.0040","0.0250","0.5640","0.1040","0.3030","1240"
"1241","0.0000","0.3050","0.0000","0.6940","0.0010","0.0000","0.0751","0.0000","0.9249","0.0000","1241"
"1242","0.0010","0.0040","0.0030","0.4835","0.5085","0.0010","0.0040","0.0030","0.5170","0.4750","1242"
"1243","0.0000","0.0090","0.0000","0.9890","0.0020","0.0000","0.0020","0.0000","0.9970","0.0010","1243"
"1244","0.0060","0.9890","0.0000","0.0040","0.0010","0.0000","1.0000","0.0000","0.0000","0.0000","1244"
"1245","0.0100","0.0080","0.0000","0.9820","0.0000","0.0020","0.0020","0.0000","0.9960","0.0000","1245"
"1246","0.0030","0.0000","0.0000","0.9960","0.0010","0.0010","0.0000","0.0000","0.9990","0.0000","1246"
"1247","0.1560","0.1840","0.0000","0.6590","0.0010","0.1300","0.2320","0.0000","0.6380","0.0000","1247"
"1248","0.0070","0.0120","0.0000","0.9270","0.0540","0.0070","0.0060","0.0000","0.9740","0.0130","1248"
"1249","0.0000","0.1220","0.0000","0.8780","0.0000","0.0000","0.0090","0.0000","0.9910","0.0000","1249"
"1250","0.0030","0.0599","0.0000","0.8462","0.0909","0.0020","0.0150","0.0000","0.9461","0.0370","1250"
"1251","0.0240","0.0320","0.0010","0.9221","0.0210","0.0370","0.0300","0.0010","0.9220","0.0100","1251"
"1252","0.0000","0.0000","0.0000","0.7878","0.2122","0.0000","0.0000","0.0000","0.8950","0.1050","1252"
"1253","0.0000","0.0060","0.0000","0.9230","0.0710","0.0000","0.0050","0.0000","0.9680","0.0270","1253"
"1254","0.0010","0.0340","0.0000","0.9650","0.0000","0.0000","0.0150","0.0000","0.9850","0.0000","1254"
"1255","0.0000","0.0010","0.0000","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1255"
"1256","0.0000","0.0000","0.0040","0.6390","0.3570","0.0000","0.0000","0.0110","0.5320","0.4570","1256"
"1257","0.0010","0.0380","0.0000","0.9210","0.0400","0.0000","0.0210","0.0000","0.9390","0.0400","1257"
"1258","0.0480","0.2272","0.0000","0.7237","0.0010","0.0370","0.0600","0.0000","0.9030","0.0000","1258"
"1259","0.0340","0.5894","0.0000","0.3756","0.0010","0.0310","0.7490","0.0000","0.2200","0.0000","1259"
"1260","0.0000","0.0000","0.0000","0.9710","0.0290","0.0000","0.0000","0.0000","0.9790","0.0210","1260"
"1261","0.0610","0.8550","0.0000","0.0820","0.0020","0.0961","0.8649","0.0000","0.0390","0.0000","1261"
"1262","0.0000","0.0620","0.0000","0.9380","0.0000","0.0000","0.0340","0.0000","0.9660","0.0000","1262"
"1263","0.0130","0.9170","0.0000","0.0120","0.0580","0.0100","0.9240","0.0000","0.0100","0.0560","1263"
"1264","0.0010","0.1120","0.0070","0.8750","0.0050","0.0000","0.1120","0.0050","0.8820","0.0010","1264"
"1265","0.3430","0.0400","0.0010","0.5920","0.0240","0.3000","0.0120","0.0020","0.6470","0.0390","1265"
"1266","0.0000","0.5630","0.0000","0.4360","0.0010","0.0000","0.7350","0.0000","0.2650","0.0000","1266"
"1267","0.1952","0.2653","0.0060","0.3964","0.1371","0.0720","0.6980","0.0050","0.2050","0.0200","1267"
"1268","0.0000","0.1001","0.0000","0.8929","0.0070","0.0000","0.0440","0.0000","0.9550","0.0010","1268"
"1269","0.0030","0.0390","0.0010","0.8840","0.0730","0.0020","0.0160","0.0000","0.9570","0.0250","1269"
"1270","0.0000","0.0010","0.0000","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1270"
"1271","0.0810","0.0450","0.0030","0.8360","0.0350","0.0800","0.0540","0.0010","0.8450","0.0200","1271"
"1272","0.0020","0.0300","0.0000","0.9670","0.0010","0.0010","0.0080","0.0000","0.9910","0.0000","1272"
"1273","0.0060","0.1200","0.2090","0.6590","0.0060","0.0070","0.0611","0.1081","0.8228","0.0010","1273"
"1274","0.0080","0.9241","0.0000","0.0440","0.0240","0.0020","0.9850","0.0000","0.0080","0.0050","1274"
"1275","0.0020","0.2170","0.0000","0.7800","0.0010","0.0010","0.2230","0.0000","0.7760","0.0000","1275"
"1276","0.0020","0.0010","0.0000","0.9880","0.0090","0.0010","0.0010","0.0000","0.9970","0.0010","1276"
"1277","0.0120","0.8720","0.0000","0.1070","0.0090","0.0010","0.9590","0.0000","0.0340","0.0060","1277"
"1278","0.0000","0.0110","0.0000","0.9890","0.0000","0.0000","0.0070","0.0000","0.9930","0.0000","1278"
"1279","0.0490","0.9340","0.0000","0.0170","0.0000","0.0030","0.9940","0.0000","0.0030","0.0000","1279"
"1280","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1280"
"1281","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1281"
"1282","0.0800","0.2860","0.0010","0.5940","0.0390","0.0490","0.0460","0.0000","0.8870","0.0180","1282"
"1283","0.0000","0.0000","0.0100","0.9820","0.0080","0.0000","0.0000","0.0060","0.9890","0.0050","1283"
"1284","0.0020","0.1040","0.0110","0.4940","0.3890","0.0030","0.0820","0.0130","0.7590","0.1430","1284"
"1285","0.0000","0.0880","0.0010","0.0360","0.8750","0.0000","0.0370","0.0000","0.0240","0.9389","1285"
"1286","0.0000","0.0260","0.0000","0.9740","0.0000","0.0000","0.0070","0.0000","0.9930","0.0000","1286"
"1287","0.0020","0.0490","0.0040","0.6920","0.2530","0.0010","0.0290","0.0010","0.9070","0.0620","1287"
"1288","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1288"
"1289","0.0000","0.0020","0.0000","0.9970","0.0010","0.0000","0.0010","0.0000","0.9990","0.0000","1289"
"1290","0.0060","0.0130","0.0000","0.9810","0.0000","0.0020","0.0060","0.0000","0.9920","0.0000","1290"
"1291","0.2248","0.2178","0.0020","0.5495","0.0060","0.1650","0.0700","0.0020","0.7600","0.0030","1291"
"1292","0.0190","0.0070","0.0000","0.9030","0.0710","0.0030","0.0000","0.0000","0.9590","0.0380","1292"
"1293","0.0190","0.0060","0.0010","0.9700","0.0040","0.0040","0.0030","0.0010","0.9910","0.0010","1293"
"1294","0.0010","0.4950","0.0000","0.5040","0.0000","0.0000","0.8478","0.0000","0.1522","0.0000","1294"
"1295","0.0020","0.0100","0.0000","0.9870","0.0010","0.0000","0.0020","0.0000","0.9980","0.0000","1295"
"1296","0.0030","0.0170","0.0000","0.9760","0.0040","0.0020","0.0120","0.0000","0.9850","0.0010","1296"
"1297","0.0000","0.0030","0.0010","0.9930","0.0030","0.0000","0.0030","0.0000","0.9970","0.0000","1297"
"1298","0.0000","0.0030","0.0000","0.9970","0.0000","0.0000","0.0020","0.0000","0.9980","0.0000","1298"
"1299","0.1480","0.0130","0.0000","0.0080","0.8310","0.0871","0.0070","0.0000","0.0030","0.9029","1299"
"1300","0.0010","0.0200","0.0000","0.9790","0.0000","0.0010","0.0090","0.0000","0.9900","0.0000","1300"
"1301","0.0010","0.2180","0.0000","0.7770","0.0040","0.0000","0.0789","0.0000","0.9201","0.0010","1301"
"1302","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1302"
"1303","0.0000","0.8020","0.0000","0.1650","0.0330","0.0000","0.9460","0.0000","0.0530","0.0010","1303"
"1304","0.0000","0.0240","0.0000","0.8539","0.1221","0.0000","0.0010","0.0000","0.9820","0.0170","1304"
"1305","0.0000","0.5430","0.0060","0.4510","0.0000","0.0000","0.1790","0.0030","0.8180","0.0000","1305"
"1306","0.0000","0.0010","0.0000","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1306"
"1307","0.3544","0.0110","0.0030","0.5576","0.0741","0.2480","0.0050","0.0010","0.7300","0.0160","1307"
"1308","0.0010","0.0050","0.0000","0.9900","0.0040","0.0000","0.0060","0.0000","0.9930","0.0010","1308"
"1309","0.0000","0.0010","0.0010","0.9950","0.0030","0.0000","0.0000","0.0000","1.0000","0.0000","1309"
"1310","0.0240","0.0480","0.0310","0.7700","0.1270","0.0100","0.0170","0.0140","0.9200","0.0390","1310"
"1311","0.0000","0.0000","0.0000","0.9990","0.0010","0.0000","0.0000","0.0000","1.0000","0.0000","1311"
"1312","0.0030","0.2607","0.0050","0.7133","0.0180","0.0060","0.1139","0.0050","0.8442","0.0310","1312"
"1313","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1313"
"1314","0.0000","0.0000","0.0000","0.9900","0.0100","0.0000","0.0000","0.0000","0.9950","0.0050","1314"
"1315","0.0340","0.9410","0.0180","0.0070","0.0000","0.0160","0.9740","0.0100","0.0000","0.0000","1315"
"1316","0.0000","0.0110","0.0000","0.9150","0.0740","0.0000","0.0100","0.0000","0.9050","0.0850","1316"
"1317","0.0340","0.0230","0.0110","0.9100","0.0220","0.0640","0.0250","0.0130","0.8930","0.0050","1317"
"1318","0.3770","0.5690","0.0000","0.0520","0.0020","0.8060","0.1750","0.0000","0.0190","0.0000","1318"
"1319","0.0000","0.0020","0.0000","0.9900","0.0080","0.0000","0.0010","0.0000","0.9980","0.0010","1319"
"1320","0.0000","0.0010","0.0010","0.9520","0.0460","0.0000","0.0000","0.0000","0.9520","0.0480","1320"
"1321","0.0010","0.0250","0.0000","0.9270","0.0470","0.0000","0.0040","0.0000","0.9670","0.0290","1321"
"1322","0.0170","0.6310","0.0000","0.3250","0.0270","0.0000","0.9570","0.0000","0.0430","0.0000","1322"
"1323","0.0000","0.0040","0.0000","0.8610","0.1350","0.0000","0.0030","0.0000","0.8190","0.1780","1323"
"1324","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1324"
"1325","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1325"
"1326","0.0080","0.0210","0.0070","0.0180","0.9460","0.0160","0.0180","0.0130","0.0130","0.9400","1326"
"1327","0.0000","0.3746","0.0010","0.6114","0.0130","0.0000","0.0960","0.0000","0.8990","0.0050","1327"
"1328","0.0000","0.0040","0.0010","0.9950","0.0000","0.0000","0.0010","0.0000","0.9990","0.0000","1328"
"1329","0.0000","0.0250","0.0000","0.9570","0.0180","0.0000","0.0080","0.0000","0.9820","0.0100","1329"
"1330","0.0060","0.3930","0.0820","0.4930","0.0260","0.0030","0.3566","0.0899","0.5445","0.0060","1330"
"1331","0.0000","0.0340","0.0040","0.2352","0.7267","0.0000","0.0260","0.0030","0.0800","0.8910","1331"
"1332","0.0000","0.0050","0.0000","0.9930","0.0020","0.0000","0.0030","0.0000","0.9960","0.0010","1332"
"1333","0.0000","0.0040","0.0040","0.9320","0.0600","0.0000","0.0000","0.0010","0.9880","0.0110","1333"
"1334","0.0000","0.0000","0.0000","0.9110","0.0890","0.0000","0.0000","0.0000","0.9880","0.0120","1334"
"1335","0.0000","0.0000","0.0000","0.9990","0.0010","0.0000","0.0000","0.0000","1.0000","0.0000","1335"
"1336","0.0290","0.0670","0.0070","0.8710","0.0260","0.0120","0.0050","0.0060","0.9760","0.0010","1336"
"1337","0.0010","0.2220","0.0040","0.7570","0.0160","0.0010","0.5880","0.0030","0.3860","0.0220","1337"
"1338","0.0000","0.0000","0.0000","0.9620","0.0380","0.0000","0.0000","0.0000","0.9830","0.0170","1338"
"1339","0.0010","0.0090","0.0000","0.9900","0.0000","0.0000","0.0020","0.0000","0.9980","0.0000","1339"
"1340","0.0000","0.0000","0.0000","0.9990","0.0010","0.0000","0.0000","0.0000","1.0000","0.0000","1340"
"1341","0.0000","0.1060","0.0040","0.7990","0.0910","0.0000","0.1081","0.0020","0.8088","0.0811","1341"
"1342","0.0050","0.0150","0.0020","0.9770","0.0010","0.0020","0.0060","0.0010","0.9910","0.0000","1342"
"1343","0.0000","0.0430","0.0010","0.9489","0.0070","0.0000","0.0260","0.0010","0.9690","0.0040","1343"
"1344","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1344"
"1345","0.0000","0.0010","0.1189","0.1279","0.7522","0.0000","0.0000","0.0330","0.0490","0.9180","1345"
"1346","0.0000","0.0030","0.0020","0.9710","0.0240","0.0000","0.0030","0.0010","0.9690","0.0270","1346"
"1347","0.0000","0.0000","0.0000","0.9140","0.0860","0.0000","0.0000","0.0000","0.9060","0.0940","1347"
"1348","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1348"
"1349","0.0000","0.0000","0.0060","0.5155","0.4785","0.0000","0.0000","0.0030","0.3710","0.6260","1349"
"1350","0.0000","0.0000","0.0000","0.9980","0.0020","0.0000","0.0000","0.0000","1.0000","0.0000","1350"
"1351","0.1880","0.0040","0.0070","0.6410","0.1600","0.2232","0.0020","0.0020","0.7007","0.0721","1351"
"1352","0.0000","0.0090","0.0010","0.9760","0.0140","0.0000","0.0070","0.0000","0.9820","0.0110","1352"
"1353","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1353"
"1354","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1354"
"1355","0.0000","0.0010","0.0020","0.9920","0.0050","0.0000","0.0000","0.0010","0.9960","0.0030","1355"
"1356","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1356"
"1357","0.0070","0.4985","0.0000","0.4925","0.0020","0.0030","0.6663","0.0000","0.3297","0.0010","1357"
"1358","0.0000","0.0000","0.0000","0.9870","0.0130","0.0000","0.0000","0.0000","0.9970","0.0030","1358"
"1359","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1359"
"1360","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1360"
"1361","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1361"
"1362","0.0000","0.0000","0.0000","0.9980","0.0020","0.0000","0.0000","0.0000","1.0000","0.0000","1362"
"1363","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1363"
"1364","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1364"
"1365","0.0000","0.0000","0.0010","0.9990","0.0000","0.0000","0.0000","0.0010","0.9990","0.0000","1365"
"1366","0.0000","0.0010","0.0000","0.9990","0.0000","0.0000","0.0010","0.0000","0.9990","0.0000","1366"
"1367","0.0040","0.0060","0.0000","0.9890","0.0010","0.0030","0.0050","0.0000","0.9920","0.0000","1367"
"1368","0.0000","0.0000","0.0000","0.9780","0.0220","0.0000","0.0000","0.0000","0.9940","0.0060","1368"
"1369","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1369"
"1370","0.0000","0.0000","0.1040","0.8930","0.0030","0.0000","0.0000","0.0500","0.9500","0.0000","1370"
"1371","0.0000","0.0010","0.0000","0.9990","0.0000","0.0000","0.0010","0.0000","0.9990","0.0000","1371"
"1372","0.0010","0.0030","0.0000","0.9960","0.0000","0.0010","0.0020","0.0000","0.9970","0.0000","1372"
"1373","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1373"
"1374","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1374"
"1375","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1375"
"1376","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1376"
"1377","0.4695","0.0020","0.0000","0.5225","0.0060","0.7990","0.0000","0.0000","0.2010","0.0000","1377"
"1378","0.0020","0.0330","0.0220","0.1110","0.8320","0.0010","0.0270","0.0200","0.0700","0.8820","1378"
"1379","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1379"
"1380","0.0720","0.7050","0.0000","0.1220","0.1010","0.0110","0.9570","0.0000","0.0180","0.0140","1380"
"1381","0.0000","0.0010","0.2560","0.7410","0.0020","0.0000","0.0010","0.0769","0.9201","0.0020","1381"
"1382","0.0050","0.1790","0.0000","0.6290","0.1870","0.0010","0.2482","0.0000","0.6827","0.0681","1382"
"1383","0.0000","0.0000","0.2940","0.1170","0.5890","0.0000","0.0000","0.1580","0.0950","0.7470","1383"
"1384","0.0000","0.0000","0.0000","0.9820","0.0180","0.0000","0.0000","0.0000","0.9950","0.0050","1384"
"1385","0.0000","0.0010","0.0000","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1385"
"1386","0.0000","0.0000","0.7620","0.0810","0.1570","0.0000","0.0000","0.7830","0.0090","0.2080","1386"
"1387","0.0000","0.0000","0.2830","0.0020","0.7150","0.0000","0.0000","0.1662","0.0010","0.8328","1387"
"1388","0.0000","0.0060","0.0000","0.9940","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1388"
"1389","0.0410","0.0380","0.2633","0.3794","0.2783","0.0110","0.0310","0.3700","0.4210","0.1670","1389"
"1390","0.0000","0.0220","0.0010","0.9750","0.0020","0.0000","0.0220","0.0020","0.9750","0.0010","1390"
"1391","0.0000","0.0010","0.0010","0.9670","0.0310","0.0000","0.0000","0.0000","0.9940","0.0060","1391"
"1392","0.0000","0.0010","0.0000","0.9990","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1392"
"1393","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1393"
"1394","0.0000","0.0010","0.0010","0.9940","0.0040","0.0000","0.0000","0.0000","0.9990","0.0010","1394"
"1395","0.0000","0.0020","0.0000","0.9410","0.0570","0.0000","0.0000","0.0000","0.9880","0.0120","1395"
"1396","0.0000","0.0000","0.0000","0.9990","0.0010","0.0000","0.0000","0.0000","1.0000","0.0000","1396"
"1397","0.0000","0.0981","0.0000","0.6647","0.2372","0.0000","0.0630","0.0000","0.7540","0.1830","1397"
"1398","0.0000","0.0020","0.0000","0.9890","0.0090","0.0000","0.0010","0.0000","0.9900","0.0090","1398"
"1399","0.0000","0.0000","0.0020","0.6890","0.3090","0.0000","0.0000","0.0000","0.9750","0.0250","1399"
"1400","0.0000","0.0030","0.8430","0.0720","0.0820","0.0000","0.0010","0.9379","0.0390","0.0220","1400"
"1401","0.0000","0.1420","0.0000","0.8560","0.0020","0.0000","0.0230","0.0000","0.9760","0.0010","1401"
"1402","0.0000","0.0000","0.3700","0.0100","0.6200","0.0000","0.0000","0.1640","0.0100","0.8260","1402"
"1403","0.0010","0.0000","0.0000","0.9980","0.0010","0.0000","0.0000","0.0000","1.0000","0.0000","1403"
"1404","0.0000","0.0000","0.0090","0.8869","0.1041","0.0000","0.0000","0.0040","0.9281","0.0679","1404"
"1405","0.0000","0.0920","0.0000","0.8380","0.0700","0.0000","0.1390","0.0000","0.6720","0.1890","1405"
"1406","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1406"
"1407","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1407"
"1408","0.0000","0.0030","0.0000","0.9930","0.0040","0.0000","0.0000","0.0000","0.9990","0.0010","1408"
